sent_id	word	pos	tag
13	une	DET	O
13	râpe	NOUN	O
13	.	PUNCT	O
14	Les	DET	O
14	poser	VERB	O
14	en	ADP	O
14	couches	NOUN	O
14	égales	ADJ	O
14	dans	ADP	O
14	le	DET	O
14	fond	NOUN	O
14	du	ADP	O
14	plat	NOUN	O
14	et	CCONJ	O
14	parsemer	VERB	O
14	avec	ADP	O
14	les	DET	O
14	copeaux	NOUN	B-INGRED
14	de	ADP	I-INGRED
14	beurre	NOUN	I-INGRED
14	.	PUNCT	O
15	Déposer	VERB	O
15	le	DET	O
15	gigot	NOUN	O
15	et	CCONJ	O
15	enfourner	VERB	O
15	.	PUNCT	O
16	Après	ADP	O
16	15	NUM	O
16	min	NOUN	O
16	,	PUNCT	O
16	lorsque	SCONJ	O
16	le	DET	O
16	gigot	NOUN	O
16	commence	VERB	O
16	à	ADP	O
16	dorer	VERB	O
16	,	PUNCT	O
16	le	PRON	O
16	retourner	VERB	O
16	.	PUNCT	O
17	Laisser	VERB	O
17	cuire	VERB	O
17	encore	ADV	O
17	15	NUM	O
17	min	NOUN	O
17	et	CCONJ	O
17	le	PRON	O
17	retourner	VERB	O
17	à	ADP	O
17	nouveau	ADJ	O
17	.	PUNCT	O
18	Baisser	VERB	O
18	le	DET	O
18	thermostat	NOUN	O
18	à	ADP	O
18	6	NUM	O
18	(	PUNCT	O
18	180	NUM	O
18	°	NOUN	O
18	C	NOUN	O
18	)	PUNCT	O
18	et	CCONJ	O
18	laisser	VERB	O
18	la	DET	O
18	cuisson	NOUN	O
18	se	PRON	O
18	poursuivre	VERB	O
18	40	NUM	O
18	min	NOUN	O
18	.	PUNCT	O
19	Eteindre	VERB	O
19	et	CCONJ	O
19	laisser	VERB	O
19	reposer	VERB	O
19	dans	ADP	O
19	le	DET	O
19	four	NOUN	O
19	pendant	ADP	O
19	10	NUM	O
19	min	NOUN	O
19	.	PUNCT	O
20	Le	DET	O
20	gigot	NOUN	O
20	sera	AUX	O
20	moelleux	ADJ	O
20	et	CCONJ	O
20	les	DET	O
20	pommes	NOUN	B-INGRED
20	de	ADP	I-INGRED
20	terre	NOUN	I-INGRED
20	imprégnées	VERB	O
20	d’	ADP	O
20	un	DET	O
20	délicieux	ADJ	O
20	goût	NOUN	O
20	d’	ADP	O
20	agneau	NOUN	O
20	.	PUNCT	O
21	Crédit	PROPN	O
21	photo	NOUN	O
21	:	PUNCT	O
21	Manina	X	O
22	Hatzimichali	PROPN	O
23	Préparer	VERB	O
23	la	DET	O
23	sauce	NOUN	O
23	:	PUNCT	O
23	éplucher	VERB	O
23	et	CCONJ	O
23	hacher	VERB	O
23	la	DET	O
23	carotte	NOUN	B-INGRED
23	et	CCONJ	O
23	l'	DET	O
23	oignon	NOUN	B-INGRED
23	.	PUNCT	O
24	Nettoyer	VERB	O
24	et	CCONJ	O
24	hacher	VERB	O
24	le	DET	O
24	céleri	PROPN	B-INGRED
24	.	PUNCT	O
25	Oter	ADJ	O
25	la	DET	O
25	couenne	NOUN	O
25	du	ADP	O
25	lard	NOUN	B-INGRED
25	et	CCONJ	O
25	couper	VERB	O
25	celui-ci	PRON	O
25	en	ADP	O
25	petits	ADJ	O
25	morceaux	NOUN	O
25	.	PUNCT	O
26	Faire	AUX	O
26	fondre	VERB	O
26	10	NUM	O
26	g	NOUN	O
26	de	ADP	O
26	beurre	NOUN	B-INGRED
26	dans	ADP	O
26	une	DET	O
26	casserole	NOUN	O
26	et	CCONJ	O
26	y	PRON	O
26	faire	AUX	O
26	revenir	VERB	O
26	carotte	ADJ	B-INGRED
26	,	PUNCT	O
26	oignon	NOUN	B-INGRED
26	,	PUNCT	O
26	céleri	PROPN	B-INGRED
26	,	PUNCT	O
26	lard	NOUN	B-INGRED
26	et	CCONJ	O
26	champignons	ADJ	B-INGRED
26	.	PUNCT	O
27	Arroser	VERB	O
27	de	ADP	O
27	fond	NOUN	B-INGRED
27	de	ADP	I-INGRED
27	boeuf	NOUN	I-INGRED
27	,	PUNCT	O
27	ajouter	VERB	O
27	le	DET	O
27	concentré	NOUN	B-INGRED
27	de	ADP	O
27	tomate	NOUN	O
27	et	CCONJ	O
27	laisser	VERB	O
27	mijoter	VERB	O
27	pendant	ADP	O
27	15	NUM	O
27	min	NOUN	O
27	.	PUNCT	O
28	Ajouter	VERB	O
28	30	NUM	O
28	g	NOUN	O
28	de	ADP	O
28	beurre	NOUN	B-INGRED
28	,	PUNCT	O
28	mélanger	VERB	O
28	.	PUNCT	O
29	Passer	VERB	O
29	ensuite	ADV	O
29	au	ADP	O
29	mixer	VERB	O
29	.	PUNCT	O
30	Reverser	VERB	O
30	dans	ADP	O
30	la	DET	O
30	casserole	NOUN	O
30	et	CCONJ	O
30	laisser	VERB	O
30	mijoter	VERB	O
30	jusqu'	ADP	O
30	à	ADP	O
30	épaississement	NOUN	O
30	.	PUNCT	O
31	Faire	AUX	O
31	revenir	VERB	O
31	les	DET	O
31	côtelettes	NOUN	B-INGRED
31	dans	ADP	O
31	un	DET	O
31	peu	ADV	O
31	de	ADP	O
31	beurre	NOUN	B-INGRED
31	pendant	ADP	O
31	quelques	DET	O
31	minutes	NOUN	O
31	,	PUNCT	O
31	saler	VERB	O
31	et	CCONJ	O
31	poivrer	VERB	O
31	.	PUNCT	O
32	Dresser	VERB	O
32	3	NUM	O
32	côtelettes	NOUN	B-INGRED
32	en	ADP	O
32	forme	NOUN	O
32	de	ADP	O
32	couronne	NOUN	O
32	sur	ADP	O
32	chaque	DET	O
32	assiette	NOUN	O
32	.	PUNCT	O
33	Napper	VERB	O
33	celles-ci	PRON	O
33	de	ADP	O
33	sauce	NOUN	O
33	et	CCONJ	O
33	décorer	VERB	O
33	avec	ADP	O
33	des	DET	O
33	légumes	NOUN	O
33	rissolés	ADJ	O
33	(	PUNCT	O
33	tranches	NOUN	O
33	de	ADP	O
33	courgettes	NOUN	O
33	ou	CCONJ	O
33	rondelles	NOUN	O
33	de	ADP	O
33	tomates	NOUN	O
33	...	PUNCT	O
33	)	PUNCT	O
33	.	PUNCT	O
34	Saint-Estèphe	PROPN	O
34	ou	CCONJ	O
34	Graves	NOUN	O
35	Faites	VERB	O
35	cuire	VERB	O
35	les	DET	O
35	fèves	NOUN	B-INGRED
35	dans	ADP	O
35	une	DET	O
35	casserole	NOUN	O
35	d'	ADP	O
35	eau	NOUN	B-INGRED
35	bouillante	ADJ	O
35	salée	ADJ	O
35	.	PUNCT	O
36	Egouttez	PROPN	O
36	et	CCONJ	O
36	laissez	VERB	O
36	tiédir	VERB	O
36	.	PUNCT	O
37	Mélangez	VERB	O
37	les	DET	O
37	carré	NOUN	B-INGRED
37	frais	NOUN	I-INGRED
37	avec	ADP	O
37	les	DET	O
37	fèves	NOUN	B-INGRED
37	.	PUNCT	O
38	Salez	VERB	O
38	et	CCONJ	O
38	poivrez	VERB	O
38	.	PUNCT	O
39	Placez	VERB	O
39	les	DET	O
39	conchiglie	NOUN	O
39	dans	ADP	O
39	une	DET	O
39	grande	ADJ	O
39	casserole	NOUN	O
39	d'	ADP	O
39	eau	NOUN	B-INGRED
39	bouillante	ADJ	O
39	salée	ADJ	O
39	,	PUNCT	O
39	faites	VERB	O
40	-	PUNCT	O
40	les	PRON	O
40	cuire	VERB	O
40	en	ADP	O
40	les	DET	O
40	gardant	VERB	O
40	fermes	ADJ	O
40	.	PUNCT	O
41	Préchauffez	VERB	O
41	le	DET	O
41	four	NOUN	O
41	à	ADP	O
41	240	NUM	O
41	°	NOUN	O
41	C	NOUN	O
41	(	PUNCT	O
41	thermostat	NOUN	O
41	8)	ADJ	O
41	,	PUNCT	O
41	remplissez	VERB	O
41	les	DET	O
41	conchiglie	NOUN	O
41	avec	ADP	O
41	la	DET	O
41	préparation	NOUN	O
41	au	ADP	O
41	carré	NOUN	B-INGRED
41	frais	NOUN	I-INGRED
41	et	CCONJ	O
41	aux	ADP	O
41	fèves	NOUN	B-INGRED
41	.	PUNCT	O
42	Déposez	VERB	O
42	dans	ADP	O
42	un	DET	O
42	plat	NOUN	O
42	beurré	ADJ	O
42	et	CCONJ	O
42	saupoudrez	VERB	O
42	de	ADP	O
42	parmesan	NOUN	B-INGRED
42	.	PUNCT	O
43	Enfournez	ADJ	O
43	15	NUM	O
43	min	NOUN	O
43	.	PUNCT	O
44	Epluchez	PROPN	O
44	et	CCONJ	O
44	détaillez	VERB	O
44	le	DET	O
44	potimarron	NOUN	B-INGRED
44	,	PUNCT	O
44	coupez	VERB	O
44	-	PUNCT	O
44	le	DET	O
44	en	ADP	O
44	gros	ADJ	O
44	morceaux	NOUN	O
44	.	PUNCT	O
45	Faites	NOUN	O
46	-	PUNCT	O
46	le	PRON	O
46	cuire	VERB	O
46	10	NUM	O
46	minutes	NOUN	O
46	à	ADP	O
46	l'	DET	O
46	autocuiseur	NOUN	O
46	.	PUNCT	O
47	Une	DET	O
47	fois	NOUN	O
47	cuit	VERB	O
47	,	PUNCT	O
47	mettez	VERB	O
47	-	PUNCT	O
47	le	DET	O
47	dans	ADP	O
47	un	DET	O
47	blender	NOUN	O
47	ou	CCONJ	O
47	un	DET	O
47	mixer	NOUN	O
47	,	PUNCT	O
47	rajoutez	VERB	O
47	la	DET	O
47	crème	NOUN	B-INGRED
47	fraiche	ADJ	O
47	,	PUNCT	O
47	le	DET	O
47	miel	NOUN	B-INGRED
47	,	PUNCT	O
47	le	DET	O
47	sel	NOUN	B-INGRED
47	,	PUNCT	O
47	le	DET	O
47	poivre	NOUN	B-INGRED
47	et	CCONJ	O
47	la	DET	O
47	muscade	NOUN	O
47	.	PUNCT	O
48	Mixez	INTJ	O
48	le	DET	O
48	tout	ADJ	O
48	.	PUNCT	O
49	Ciselez	VERB	O
49	la	DET	O
49	ciboulette	NOUN	B-INGRED
49	,	PUNCT	O
49	versez	VERB	O
49	dans	ADP	O
49	4	NUM	O
49	bols	NOUN	O
49	le	DET	O
49	velouté	NOUN	O
49	de	ADP	O
49	potimarron	ADV	B-INGRED
49	très	ADV	O
49	chaud	ADJ	O
49	.	PUNCT	O
50	Parsemez	NOUN	O
50	de	ADP	O
50	ciboulette	NOUN	B-INGRED
50	.	PUNCT	O
51	Enfin	ADV	O
51	sortez	VERB	O
51	du	ADP	O
51	frigo	NOUN	O
51	les	DET	O
51	4	NUM	O
51	carrés	ADJ	B-INGRED
51	frais	NOUN	I-INGRED
51	,	PUNCT	O
51	posez	VERB	O
52	-	PUNCT	O
52	les	DET	O
52	délicatement	ADV	O
52	sur	ADP	O
52	chaque	DET	O
52	préparation	NOUN	O
52	.	PUNCT	O
53	Déposez	VERB	O
53	sur	ADP	O
53	les	DET	O
53	carrés	ADJ	B-INGRED
53	frais	NOUN	I-INGRED
53	un	DET	O
53	peu	ADV	O
53	de	ADP	O
53	fleur	NOUN	O
53	de	ADP	O
53	sel	NOUN	B-INGRED
53	et	CCONJ	O
53	dégustez	VERB	O
53	,	PUNCT	O
53	le	DET	O
53	contraste	NOUN	O
53	du	ADP	O
53	chaud	NOUN	O
53	et	CCONJ	O
53	du	ADP	O
53	frais	NOUN	O
53	ravira	VERB	O
53	vos	DET	O
53	papilles	NOUN	O
53	!	PUNCT	O
54	Dans	ADP	O
54	une	DET	O
54	poèle	NOUN	O
54	,	PUNCT	O
54	mettre	VERB	O
54	de	ADP	O
54	l'	DET	O
54	huile	NOUN	B-INGRED
54	à	ADP	O
54	chauffer	VERB	O
54	.	PUNCT	O
55	Couper	VERB	O
55	les	DET	O
55	courgettes	NOUN	B-INGRED
55	en	ADP	O
55	rondelles	NOUN	O
55	et	CCONJ	O
55	les	PRON	O
55	faire	AUX	O
55	revenir	VERB	O
55	dans	ADP	O
55	la	DET	O
55	poêle	NOUN	O
55	pendant	ADP	O
55	15	NUM	O
55	min	NOUN	O
55	.	PUNCT	O
56	Dans	ADP	O
56	une	DET	O
56	terrine	NOUN	O
56	,	PUNCT	O
56	battre	VERB	O
56	les	DET	O
56	oeufs	NOUN	B-INGRED
56	avec	ADP	O
56	du	ADP	O
56	sel	NOUN	B-INGRED
56	et	CCONJ	O
56	du	ADP	O
56	poivre	NOUN	B-INGRED
56	.	PUNCT	O
57	Emincer	VERB	O
57	la	DET	O
57	menthe	NOUN	O
57	.	PUNCT	O
58	Ecraser	VERB	O
58	les	DET	O
58	Carrés	NOUN	O
58	frais	VERB	O
58	avec	ADP	O
58	la	DET	O
58	menthe	NOUN	O
58	,	PUNCT	O
58	les	PRON	O
58	ajouter	VERB	O
58	aux	ADP	O
58	oeufs	NOUN	B-INGRED
58	et	CCONJ	O
58	bien	ADV	O
58	mélanger	VERB	O
58	à	ADP	O
58	nouveau	ADJ	O
58	.	PUNCT	O
59	Ajouter	VERB	O
59	les	DET	O
59	courgettes	NOUN	B-INGRED
59	cuites	VERB	O
59	dans	ADP	O
59	le	DET	O
59	mélange	NOUN	O
59	,	PUNCT	O
59	et	CCONJ	O
59	remuer	VERB	O
59	.	PUNCT	O
60	Etaler	NOUN	O
60	la	DET	O
60	pâte	NOUN	B-INGRED
60	brisée	VERB	O
60	et	CCONJ	O
60	y	PRON	O
60	verser	VERB	O
60	la	DET	O
60	préparation	NOUN	O
60	.	PUNCT	O
61	Mettre	VERB	O
61	au	ADP	O
61	four	NOUN	O
61	pendant	ADP	O
61	30	NUM	O
61	min	NOUN	O
61	à	ADP	O
61	200	NUM	O
61	°	NOUN	O
61	C	NOUN	O
61	(	PUNCT	O
61	thermostat	NOUN	O
61	6	NUM	O
61	-	NUM	O
61	7	NUM	O
61	)	PUNCT	O
61	.	PUNCT	O
62	Laisser	VERB	O
62	refroidir	VERB	O
62	et	CCONJ	O
62	déguster	VERB	O
62	avec	ADP	O
62	une	DET	O
62	salade	NOUN	O
62	verte	ADJ	O
62	!	PUNCT	O
63	Dans	ADP	O
63	une	DET	O
63	poêle	NOUN	O
63	,	PUNCT	O
63	faire	AUX	O
63	fondre	VERB	O
63	les	DET	O
63	carrés	ADJ	B-INGRED
63	frais	NOUN	I-INGRED
63	avec	ADP	O
63	le	DET	O
63	jus	NOUN	B-INGRED
63	de	ADP	O
63	citron	NOUN	O
63	,	PUNCT	O
63	hacher	VERB	O
63	le	DET	O
63	basilic	NOUN	B-INGRED
63	en	ADP	O
63	feuille	NOUN	O
63	,	PUNCT	O
63	couper	VERB	O
63	les	DET	O
63	tomates	NOUN	O
63	cerises	ADJ	O
63	en	ADP	O
63	deux	NUM	O
63	et	CCONJ	O
63	les	PRON	O
63	ajouter	VERB	O
63	au	ADP	O
63	fondant	NOUN	O
63	.	PUNCT	O
64	Faire	AUX	O
64	cuire	VERB	O
64	les	DET	O
64	pâtes	NOUN	O
64	pendant	ADP	O
64	ce	DET	O
64	temps	NOUN	O
64	dans	ADP	O
64	une	DET	O
64	casserole	NOUN	O
64	à	ADP	O
64	part	NOUN	O
64	.	PUNCT	O
65	Egoutter	AUX	O
65	et	CCONJ	O
65	répartir	VERB	O
65	les	DET	O
65	spaghettis	NOUN	B-INGRED
65	dans	ADP	O
65	un	DET	O
65	plat	NOUN	O
65	.	PUNCT	O
66	Verser	VERB	O
66	la	DET	O
66	préparation	NOUN	O
66	aux	ADP	O
66	carrés	ADJ	B-INGRED
66	frais	NOUN	I-INGRED
66	tout	ADV	O
66	autour	ADV	O
66	.	PUNCT	O
67	Ajouter	VERB	O
67	une	DET	O
67	feuille	NOUN	O
67	de	ADP	O
67	Basilic	PROPN	O
67	en	ADP	O
67	présentation	NOUN	O
67	.	PUNCT	O
68	Servir	VERB	O
68	!	PUNCT	O
69	-	PUNCT	O
69	Battre	NOUN	O
69	les	DET	O
69	4	NUM	O
69	jaunes	NOUN	B-INGRED
69	d'	ADP	I-INGRED
69	oeufs	NOUN	I-INGRED
70	Ajouter	VERB	O
70	le	DET	O
70	jus	NOUN	B-INGRED
70	d'	ADP	O
70	ananas	NOUN	B-INGRED
70	Ajouter	VERB	O
70	le	DET	O
70	sucre	NOUN	O
70	Ajouter	VERB	O
70	la	DET	O
70	fécule	NOUN	B-INGRED
70	Porter	VERB	O
70	à	ADP	O
70	ébullition	NOUN	O
70	le	DET	O
70	tout	ADV	O
70	Laisser	VERB	O
70	refroidir	VERB	O
70	Ajouter	VERB	O
70	la	DET	O
70	crème	NOUN	B-INGRED
70	fouettée	VERB	I-INGRED
70	Couper	VERB	O
70	les	DET	O
70	ananas	NOUN	B-INGRED
70	en	ADP	O
70	dés	NOUN	O
71	Mélanger	VERB	O
71	le	DET	O
71	tout	ADJ	O
71	Servir	NOUN	O
71	fraisPeut	VERB	O
71	se	PRON	O
71	préparer	VERB	O
71	la	DET	O
71	veille	NOUN	O
71	et	CCONJ	O
71	se	PRON	O
71	garder	VERB	O
71	au	ADP	O
71	frais	NOUN	O
71	.	PUNCT	O
72	-	PUNCT	O
72	éplucher	NOUN	O
72	et	CCONJ	O
72	râper	ADV	O
72	les	DET	O
72	pommes	NOUN	B-INGRED
72	de	ADP	I-INGRED
72	terre	NOUN	I-INGRED
72	(	PUNCT	O
72	comme	ADP	O
72	des	DET	O
72	carottes	NOUN	O
72	râpées	ADJ	O
72	)	PUNCT	O
72	faire	AUX	O
72	revenir	VERB	O
72	les	DET	O
72	pommes	NOUN	B-INGRED
72	de	ADP	I-INGRED
72	terre	NOUN	I-INGRED
72	dans	ADP	O
72	l'	DET	O
72	huile	NOUN	B-INGRED
72	dans	ADP	O
72	une	DET	O
72	cocotte	NOUN	O
72	à	ADP	O
72	fonds	NOUN	O
72	large	ADJ	O
72	pendant	ADP	O
72	6	NUM	O
72	mn	NOUN	O
72	sans	ADP	O
72	colorer	VERB	O
72	.	PUNCT	O
73	battre	VERB	O
73	les	DET	O
73	oeufs	NOUN	B-INGRED
73	,	PUNCT	O
73	y	PRON	O
73	ajouter	VERB	O
73	le	DET	O
73	sel	NOUN	B-INGRED
73	,	PUNCT	O
73	l'	DET	O
73	ail	NOUN	B-INGRED
73	,	PUNCT	O
73	le	DET	O
73	persil	NOUN	B-INGRED
73	,	PUNCT	O
73	le	DET	O
73	poivre	NOUN	B-INGRED
73	,	PUNCT	O
73	et	CCONJ	O
73	verser	VERB	O
73	dans	ADP	O
73	la	DET	O
73	cocotte	NOUN	O
73	sur	ADP	O
73	les	DET	O
73	pommes	NOUN	B-INGRED
73	de	ADP	I-INGRED
73	terre	NOUN	I-INGRED
73	.	PUNCT	O
74	Ne	ADV	O
74	pas	ADV	O
74	remuer	VERB	O
74	.	PUNCT	O
75	Couvrir	VERB	O
75	et	CCONJ	O
75	maintenir	VERB	O
75	à	ADP	O
75	feu	NOUN	O
75	doux	ADJ	O
75	pendant	ADP	O
75	5	NUM	O
75	mn	NOUN	O
75	.	PUNCT	O
76	Retourner	VERB	O
76	la	DET	O
76	grosse	ADJ	O
76	omelette	NOUN	O
76	ainsi	ADV	O
76	formée	VERB	O
76	sur	ADP	O
76	une	DET	O
76	assiette	NOUN	O
76	et	CCONJ	O
76	la	PRON	O
76	remettre	VERB	O
76	à	ADP	O
76	feu	NOUN	O
76	doux	ADJ	O
76	et	CCONJ	O
76	couvert	NOUN	O
76	pour	ADP	O
76	5	NUM	O
76	mn	NOUN	O
76	.	PUNCT	O
77	La	DET	O
77	"	PUNCT	O
77	crique	NOUN	O
77	"	PUNCT	O
77	est	AUX	O
77	alors	ADV	O
77	dorée	ADJ	O
77	et	CCONJ	O
77	ferme	ADJ	O
78	.	PUNCT	O
79	Servir	VERB	O
79	avec	ADP	O
79	une	DET	O
79	salade	NOUN	O
79	(	PUNCT	O
79	en	ADP	O
79	particulier	ADJ	O
79	de	ADP	O
79	pissenlits	NOUN	O
79	ou	CCONJ	O
79	autre	ADJ	O
79	salade	NOUN	O
79	un	DET	O
79	peu	ADV	O
79	amère).Essayer	NOUN	O
79	les	DET	O
79	temps	NOUN	O
79	de	ADP	O
79	cuisson	NOUN	O
79	avec	ADP	O
79	votre	DET	O
79	propre	ADJ	O
79	matériel	NOUN	O
79	(	PUNCT	O
79	au	ADP	O
79	gaz	NOUN	O
79	,	PUNCT	O
79	ça	PRON	O
79	va	VERB	O
79	plus	ADV	O
79	vite	ADV	O
79	)	PUNCT	O
79	et	CCONJ	O
79	avec	ADP	O
79	la	DET	O
79	qualité	NOUN	O
79	des	ADP	O
79	pommes	NOUN	B-INGRED
79	de	ADP	I-INGRED
79	terre	NOUN	I-INGRED
79	.	PUNCT	O
80	vin	NOUN	O
80	rouge	NOUN	O
80	du	ADP	O
80	languedoc	NOUN	O
81	Faire	AUX	O
81	dorer	VERB	O
81	les	DET	O
81	2	NUM	O
81	tranches	NOUN	O
81	d'	ADP	O
81	ananas	NOUN	B-INGRED
81	coupées	VERB	O
81	en	ADP	O
81	dés	NOUN	O
81	dans	ADP	O
81	une	DET	O
81	poële	NOUN	O
81	avec	ADP	O
81	la	DET	O
81	noix	NOUN	B-INGRED
81	de	ADP	I-INGRED
81	beurre	NOUN	I-INGRED
81	.	PUNCT	O
82	Faire	AUX	O
82	dorer	VERB	O
82	également	ADV	O
82	les	DET	O
82	4	NUM	O
82	blinis	NOUN	B-INGRED
82	au	ADP	O
82	four	NOUN	O
82	.	PUNCT	O
83	Dans	ADP	O
83	une	DET	O
83	casseroles	NOUN	O
83	chauffer	VERB	O
83	à	ADP	O
83	feu	NOUN	O
83	doux	ADJ	O
83	la	DET	O
83	crême	NOUN	O
83	avec	ADP	O
83	les	DET	O
83	herbes	NOUN	B-INGRED
83	de	ADP	O
83	provence	NOUN	O
83	,	PUNCT	O
83	une	DET	O
83	pincée	NOUN	O
83	de	ADP	O
83	sel	NOUN	B-INGRED
83	et	CCONJ	O
83	quelque	DET	O
83	tour	NOUN	O
83	de	ADP	O
83	moulin	NOUN	O
83	de	ADP	O
83	poivre	NOUN	B-INGRED
83	.	PUNCT	O
84	Déposer	VERB	O
84	2	NUM	O
84	feuilles	NOUN	O
84	de	ADP	O
84	salade	NOUN	B-INGRED
84	puis	CCONJ	O
84	2	NUM	O
84	blinis	NOUN	B-INGRED
84	dans	ADP	O
84	chaque	DET	O
84	assiette	NOUN	O
84	préalablement	ADV	O
84	chauffée	VERB	O
84	.	PUNCT	O
85	Ajouter	VERB	O
85	un	DET	O
85	Carré	NOUN	O
85	frais	NOUN	O
85	sur	ADP	O
85	chaque	DET	O
85	blini	NOUN	O
85	.	PUNCT	O
86	Disposer	VERB	O
86	les	DET	O
86	dés	NOUN	O
86	d'	ADP	O
86	ananas	NOUN	B-INGRED
86	dorés	ADJ	O
86	sur	ADP	O
86	les	DET	O
86	blinis	NOUN	B-INGRED
86	et	CCONJ	O
86	autours	ADJ	O
86	.	PUNCT	O
87	Puis	CCONJ	O
87	parsemer	VERB	O
87	successivement	ADV	O
87	de	ADP	O
87	crème	NOUN	B-INGRED
87	provençale	ADJ	O
87	et	CCONJ	O
87	de	ADP	O
87	miel	NOUN	B-INGRED
87	.	PUNCT	O
88	Déposer	VERB	O
88	pour	ADP	O
88	finir	VERB	O
88	3	NUM	O
88	cerneaux	NOUN	B-INGRED
88	de	ADP	I-INGRED
88	noix	NOUN	I-INGRED
88	par	ADP	O
88	assiette	NOUN	O
88	selon	ADP	O
88	la	DET	O
88	présentation	NOUN	O
88	que	PRON	O
88	vous	PRON	O
88	préférez	VERB	O
88	.	PUNCT	O
89	Cette	DET	O
89	recette	NOUN	O
89	et	CCONJ	O
89	simple	ADJ	O
89	et	CCONJ	O
89	délicieuse	ADJ	O
89	.	PUNCT	O
90	Bon	ADJ	O
90	appétit	NOUN	O
90	!	PUNCT	O
91	Coupez	VERB	O
91	les	DET	O
91	pointes	NOUN	O
91	d'	ADP	O
91	asperges	NOUN	O
91	et	CCONJ	O
91	les	DET	O
91	faites	VERB	O
91	bouillir	VERB	O
91	dans	ADP	O
91	l'	DET	O
